/static/assets/win.mp3:1  Failed to load resource: the server responded with a status of 404 (Not Found)
 Moles updated, visible moles: 2, Game Time: 11.65s, Max Visible: 2, Max Appear Duration: 1520ms
 Moles updated, visible moles: 1, Game Time: 25.22s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.23s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.25s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.27s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.28s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.30s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.32s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.33s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.35s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.37s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.39s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.40s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.42s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.43s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.45s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.47s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.48s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.50s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.52s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.53s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.55s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.57s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.58s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.60s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.62s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.63s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.65s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.67s, Max Visible: 1, Max Appear Duration: 920ms
 golden Mole disappeared at: (100, 333.33333333333337), Time: 1728401476560, Duration: 934ms
 Moles updated, visible moles: 1, Game Time: 25.68s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 25.70s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 25.72s, Max Visible: 1, Max Appear Duration: 920ms
 normal Mole appeared at: (300, 66.66666666666667), Time: 1728401476610, Game Time: 25.73s, Appear Duration: 2000ms
 Moles updated, visible moles: 0, Game Time: 25.73s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.75s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.77s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.78s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.80s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.82s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.83s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.85s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.87s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.89s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.90s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.92s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.93s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.95s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.97s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.99s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.00s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.02s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.03s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.05s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.07s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.09s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.10s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.12s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.13s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.15s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.17s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.18s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.20s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.22s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.23s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.25s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.27s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.28s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.30s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.32s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.34s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.35s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.37s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.38s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.40s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.42s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.43s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.45s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.47s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.48s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.50s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.52s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.53s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.55s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 26.57s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 26.58s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 26.60s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 26.62s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 26.63s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 26.65s, Max Visible: 1, Max Appear Duration: 920ms
game.js:247 normal Mole disappeared at: (300, 66.66666666666667), Time: 1728401477543, Duration: 933ms
game.js:251 Moles updated, visible moles: 1, Game Time: 26.67s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 0, Game Time: 26.68s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 0, Game Time: 26.70s, Max Visible: 1, Max Appear Duration: 920ms
game.js:239 golden Mole appeared at: (500, 333.33333333333337), Time: 1728401477593, Game Time: 26.72s, Appear Duration: 750ms
game.js:251 Moles updated, visible moles: 0, Game Time: 26.72s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 26.73s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 26.75s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 26.77s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 26.78s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 26.80s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 26.82s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 26.83s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 26.85s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 26.87s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 26.88s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 26.90s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 26.92s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 26.93s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 26.95s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 26.97s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 26.98s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.00s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.02s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.04s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.05s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.07s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.09s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.10s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.12s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.14s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.15s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.17s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.18s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.20s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.22s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.24s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.25s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.27s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.28s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.30s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.32s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.34s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.35s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.37s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.39s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.40s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.42s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.44s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.45s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.47s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.48s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.50s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.52s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.54s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.55s, Max Visible: 1, Max Appear Duration: 920ms
game.js:251 Moles updated, visible moles: 1, Game Time: 27.57s, Max Visible: 1, Max Appear Duration: 920ms
game.js:487 golden Mole hit at: (517, 334.1999969482422), Score: 30
game.js:251 Moles updated, visible moles: 0, Game Time: 27.59s, Max Visible: 1, Max Appear Duration: 920ms
game.js:378 Game won
game.js:383 Game ended
game.js:399 Submitting score: Object
/submit_score:1 
        
        
       Failed to load resource: the server responded with a status of 500 (Internal Server Error)
game.js:423 Error submitting score: Error: Failed to submit score
    at game.js:416:19
(anonymous) @ game.js:423
/leaderboard/easy:1 
        
        
       Failed to load resource: the server responded with a status of 500 (Internal Server Error)
game.js:436 Leaderboard data received: Objecterror: "Failed to fetch leaderboard"[[Prototype]]: Objectconstructor: ƒ Object()hasOwnProperty: ƒ hasOwnProperty()isPrototypeOf: ƒ isPrototypeOf()propertyIsEnumerable: ƒ propertyIsEnumerable()toLocaleString: ƒ toLocaleString()toString: ƒ toString()valueOf: ƒ valueOf()__defineGetter__: ƒ __defineGetter__()__defineSetter__: ƒ __defineSetter__()__lookupGetter__: ƒ __lookupGetter__()__lookupSetter__: ƒ __lookupSetter__()__proto__: (...)get __proto__: ƒ __proto__()set __proto__: ƒ __proto__()
game.js:459 Error fetching leaderboard: TypeError: data.map is not a function
    at game.js:446:24
(anonymous) @ game.js:459
